0.000000000	1.000000000	1.000000000
0.121211600	1.000000000	1.000000000
0.257457760	0.999555900	1.000444297
0.376667080	0.999528350	1.000471873
0.495869430	0.999115650	1.000885133
0.581018900	0.999096000	1.000904818
0.696815300	0.998684100	1.001317634
0.785356900	0.997893450	1.002110997
0.890928300	0.997098860	1.002909581
0.972644030	0.995539500	1.004480485
1.064570700	0.993592740	1.006448578
1.149685400	0.991647500	1.008422852
1.258614200	0.988156400	1.011985552
1.333490000	0.985058200	1.015168444
1.415170900	0.981573300	1.018772617
1.500236900	0.976932350	1.023612331
1.561481800	0.973452200	1.027271806
1.666956000	0.967600000	1.033484911
1.854110800	0.957595100	1.044282704
1.922153800	0.953343150	1.048940248
1.993609800	0.949475500	1.053213063
5.000000000	0.755000000	1.324503311
